step,profile_mae,phase_distance,duty_mae,freq_ratio,g_ratio,support,ood_value,vx_ratio,dx,drift_ratio,survival,fell,cycles,active_legs,temporal_error
80000,0.20958888888888888,0.18013468013468015,0.18113131313131312,1.2222222222222219,0.7073749706785,0.7886281609535217,0.022428572177886963,0.9675001964461777,2.8323843299040314,0.19349831973232373,1.0,0.0,17.0,4.0,0.2597565627544266
220000,0.22280166666666665,0.17948717948717943,0.2691313131313131,0.8461538461538458,0.6964527435227521,0.7532396912574768,0.03885714337229729,1.0472601218002955,3.017680438514967,0.5172979386044877,1.0,0.0,15.0,3.0,0.2645651878324583
360000,0.218075,0.23569023569023573,0.20470707070707073,1.2222222222222219,0.6065851915421195,0.6949990391731262,0.040571428835392,1.2894753506315693,3.765217890448235,0.2898425560596037,1.0,0.0,6.0,3.0,0.2682426738655377
170000,0.22298657407407405,0.17003367003367006,0.24246464646464647,1.2222222222222219,0.644678394367304,0.7223942279815674,0.03414285555481911,0.8912004220738854,2.6017455102389437,0.09235373391447799,1.0,0.0,18.0,4.0,0.27315424793961174
340000,0.2317519841269841,0.18013468013468012,0.2010909090909091,1.2222222222222219,0.6659572873223699,0.7455741167068481,0.03614285588264465,1.3846168081875596,4.011028703044901,0.08037117309137283,1.0,0.0,14.0,4.0,0.28191965799252183
270000,0.2322537037037037,0.2592592592592593,0.18042424242424246,1.2222222222222219,0.6387074323910712,0.7456284761428833,0.0381428562104702,1.5653875194567273,4.353665813657097,0.06230519926719667,1.0,0.0,18.0,4.0,0.28242137756924146
40000,0.2825540935672515,0.19696969696969702,0.2546262626262626,0.9999999999999997,0.9049367878206035,0.9680814146995544,0.007285714149475098,0.4344690947041057,1.3087543911037363,0.09138837169999633,1.0,0.0,19.0,4.0,0.2825540935672516
70000,0.23496018518518516,0.18013468013468015,0.19995959595959592,1.2222222222222219,0.775319568515682,0.8459884524345398,0.018714286386966705,0.5312897972444142,1.7079728925792501,0.1457918874379813,1.0,0.0,9.0,5.0,0.2851278590507229
370000,0.22193666666666667,0.18560606060606064,0.23042424242424242,1.3749999999999996,0.67736847315213,0.7212654948234558,0.04171428456902504,1.263322462638844,3.6721272890037646,0.2912642928033227,1.0,0.0,10.0,3.0,0.30155009944630023
60000,0.2783061111111111,0.2333333333333333,0.32979797979797976,1.0999999999999996,0.630415371194592,0.696532130241394,0.028428571298718452,0.5876160832601139,1.6833864599571078,0.3634652263393944,1.0,0.0,15.0,3.0,0.3021336560621922
290000,0.2330280701754386,0.22916666666666666,0.21313131313131314,1.3749999999999996,0.7174944506268097,0.8013153076171875,0.03099999949336052,1.1961995522466196,3.6344020941331134,0.13078745260089153,1.0,0.0,19.0,4.0,0.3126415029550722
50000,0.2930960526315789,0.2171717171717172,0.2832929292929293,0.9166666666666663,0.6496030151355433,0.6571469902992249,0.03171428665518761,0.35006562151517645,0.984866502893782,0.6697114054491068,1.0,0.0,19.0,4.0,0.31484889687898643
380000,0.2652106837606838,0.1952861952861952,0.18846464646464645,1.2222222222222219,0.4705985245404303,0.5211704969406128,0.05714285746216774,1.490183536975496,4.326194673665166,0.23861899725894933,1.0,0.0,13.0,3.0,0.3153783576262215
400000,0.24256111111111114,0.31250000000000006,0.1733737373737374,1.3749999999999996,0.41658284076304875,0.45258232951164246,0.052714284509420395,1.2761512700035598,3.54369212236817,0.14087806053611387,1.0,0.0,6.0,5.0,0.32217454389074474
180000,0.2426230994152047,0.12689393939393936,0.2571313131313131,1.3749999999999996,0.5746860976376019,0.692600429058075,0.03285714238882065,1.2712626892468215,3.7738775976443764,0.1532562058037664,1.0,0.0,19.0,4.0,0.3222365321948383
240000,0.24551749999999997,0.2916666666666667,0.23779797979797976,1.3749999999999996,0.6658874300605283,0.762727677822113,0.03214285895228386,1.3896670132649713,4.064892096337248,0.17641505824874767,1.0,0.0,20.0,4.0,0.32513093277963356
330000,0.24847986111111112,0.24810606060606064,0.23514268902618418,1.3749999999999996,0.5631120942186856,0.6416748762130737,0.04091539606451988,1.580304967401838,1.9962063326345199,0.06684981409853762,0.412,1.0,4.0,3.0,0.3280932938907447
250000,0.2795622222222222,0.20875420875420872,0.20880808080808078,1.2222222222222219,0.283628324628087,0.34121960401535034,0.04271428659558296,1.1976212046638994,3.5760376668711906,0.4017586649075211,1.0,0.0,10.0,3.0,0.32972989608775993
280000,0.25035124999999997,0.268939393939394,0.25379797979797974,1.3749999999999996,0.713656727907778,0.8028375506401062,0.02971428632736206,1.3437897582169995,3.8840054783218605,0.39179585496868086,1.0,0.0,20.0,3.0,0.32996468277963353
230000,0.2573699346405229,0.16287878787878785,0.2891313131313131,1.3749999999999996,0.6427552328021708,0.7300766706466675,0.028999999165534973,1.181056728842154,3.5184461632873245,0.17438405032291118,1.0,0.0,17.0,3.0,0.33698336742015644
260000,0.2581138888888889,0.23106060606060605,0.26179797979797975,1.3749999999999996,0.61977619874977,0.7200895547866821,0.03171428665518761,1.0232314089065215,3.0283699655393743,0.44946843491133964,1.0,0.0,16.0,3.0,0.3377273216685225
210000,0.25855857487922707,0.2727272727272727,0.23729292929292933,1.3749999999999996,0.6572734436670534,0.7768188714981079,0.024000000208616257,1.0624495974052812,3.0294229900937757,0.19777408498551094,1.0,0.0,23.0,3.0,0.33817200765886063
120000,0.22950555555555552,0.2619047619047619,0.2997979797979798,1.5714285714285707,0.6898794154890708,0.7762094736099243,0.028857143595814705,0.8879074786930027,2.4573622610572343,0.21223381469509706,1.0,0.0,11.0,3.0,0.3425018364913197
390000,0.2927430555555555,0.2542087542087543,0.21137373737373735,1.2222222222222219,0.5479515506794409,0.621242880821228,0.04800000041723251,1.6527113166700662,4.784928598076856,0.1531569804613189,1.0,0.0,12.0,3.0,0.34291072942109324
300000,0.26776583333333337,0.2708333333333334,0.24979797979797977,1.3749999999999996,0.6673642555779148,0.7508854866027832,0.03314285725355148,1.2804958603229761,3.6486775604635384,0.47238609092588624,1.0,0.0,10.0,3.0,0.34737926611296693
320000,0.2689243055555555,0.18560606060606058,0.22713131313131316,1.3749999999999996,0.6590938640450364,0.7607702612876892,0.03757143020629883,1.5171387151392142,4.427675980819268,0.10850337896868674,1.0,0.0,16.0,3.0,0.3485377383351891
310000,0.27142152777777784,0.2272727272727273,0.1973737373737374,1.3749999999999996,0.5884348246502626,0.687498927116394,0.034285712987184525,1.5479683247804936,4.524294371917422,0.01654328408823505,1.0,0.0,8.0,3.0,0.3510349605574114
190000,0.30159236111111115,0.32323232323232326,0.2977979797979798,1.2222222222222219,0.5710319346759981,0.6523443460464478,0.03728571534156799,0.8564290381393938,2.503935712068542,0.16507727625062282,1.0,0.0,12.0,3.0,0.35176003497664887
140000,0.2782705882352941,0.2102272727272728,0.30046464646464643,1.3749999999999996,0.7384560137026474,0.796880841255188,0.028857143595814705,0.9357629141022521,2.798814133279239,0.3349881585800889,1.0,0.0,17.0,3.0,0.35788402101492767
200000,0.2832472222222222,0.18939393939393936,0.27246464646464646,1.3749999999999996,0.581233245007672,0.6472785472869873,0.035428572446107864,0.8189538225887919,2.3640381740013163,0.6512939733590716,1.0,0.0,15.0,3.0,0.36286065500185577
90000,0.2533154761904762,0.14285714285714288,0.2672929292929293,1.5714285714285707,0.8226988967358742,0.9184224009513855,0.012714285403490067,0.6433703644639942,1.9101225613462327,0.11290148570815399,1.0,0.0,14.0,5.0,0.36631175712624037
130000,0.2910564814814815,0.2272727272727273,0.31513131313131315,1.3749999999999996,0.7858169606517695,0.8555796146392822,0.019428571686148643,0.7563447601064422,2.2040018978810916,0.30527877132450754,1.0,0.0,9.0,3.0,0.37066991426111506
150000,0.2629138888888889,0.20129870129870134,0.2811313131313132,1.5714285714285707,0.5811864064935466,0.636677086353302,0.03500000014901161,0.9991947284837635,2.9107887655787206,0.23685023978702224,1.0,0.0,15.0,3.0,0.3759101698246531
160000,0.26307,0.19047619047619047,0.2844646464646464,1.5714285714285707,0.6515352830184543,0.739755392074585,0.02614285796880722,1.2149130022050603,3.5482318574183846,0.2678635930550866,1.0,0.0,20.0,3.0,0.3760662809357642
110000,0.26698214285714283,0.2705627705627706,0.3444646464646464,1.5714285714285707,0.7331379241204267,0.8103482723236084,0.01899999938905239,0.8206854345634618,2.3814901499204333,0.3734391909162805,1.0,0.0,14.0,3.0,0.379978423792907
100000,0.2592299603174603,0.13888888888888892,0.24929292929292926,1.8333333333333326,0.8545063372383135,0.9327049851417542,0.016428571194410324,0.8811905926973916,2.502629508402819,0.22009008731705929,1.0,0.0,14.0,5.0,0.4107639112100391
30000,0.34924722222222226,0.20454545454545456,0.3746868686868687,1.3749999999999996,0.8887575592977275,0.9170419573783875,0.027714285999536514,0.024022195323124176,0.06860734411259561,0.47281363622699674,1.0,0.0,1.0,3.0,0.42886065500185583
10000,0.487275,,0.4256363636363636,1.0999999999999996,0.2785672144903776,0.3182064890861511,0.03342857211828232,0.013370661279254722,0.054366261928857185,0.642462187677144,1.0,0.0,1.0,2.0,0.5111025449510811
20000,0.4298972222222222,0.10606060606060608,0.19365656565656564,2.1999999999999993,0.22741401317279458,0.32101088762283325,0.034857142716646194,0.0971581154949408,0.38563395760090335,0.1885377104304301,1.0,0.0,1.0,5.0,0.6270115623132897
